,OutcomeType,Age,Size,HasName,TimeofDay,WeekDay,IsIntact,Sex,PureMixedHybrid,Group,IsMixColor
11621,Adoption,1,0,Yes,midday,Saturday,No,Female,Hybrid,Hound,Yes
19367,Adoption,0,1,Yes,lateday,Friday,No,Female,Mixed,Sporting,No
2766,Adoption,2,3,Yes,midday,Saturday,No,Female,Mixed,Hound,No
1803,Adoption,0,1,Yes,midday,Monday,No,Male,Mixed,Herding,Yes
17806,Adoption,1,0,Yes,lateday,Sunday,No,Male,Mixed,Toy,No
21636,Adoption,1,0,No,lateday,Sunday,No,Male,Mixed,Toy,Yes
7157,Euthanasia,2,2,Yes,lateday,Saturday,Yes,Male,Hybrid,Herding,No
19550,Adoption,1,0,Yes,lateday,Friday,No,Female,Mixed,Toy,Yes
1108,Return to Owner,0,0,No,lateday,Tuesday,Yes,Male,Mixed,Toy,Yes
19237,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
29507,Return to Owner,2,1,Yes,midday,Sunday,Yes,Female,Mixed,PitBull,Yes
21647,Adoption,0,0,Yes,night,Monday,No,Male,Mixed,Toy,Yes
14470,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Unknown,Yes
8439,Return to Owner,2,0,Yes,lateday,Monday,No,Female,Mixed,Toy,Yes
23291,Transfer,0,1,Yes,night,Saturday,Yes,Female,Hybrid,Sporting,Yes
25364,Adoption,1,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
869,Return to Owner,0,1,Yes,midday,Tuesday,No,Male,Mixed,Herding,No
16000,Return to Owner,1,1,Yes,lateday,Saturday,No,Male,Mixed,NonSporting,Yes
26228,Return to Owner,1,1,Yes,midday,Monday,No,Male,Mixed,Sporting,No
7957,Return to Owner,2,1,Yes,lateday,Saturday,No,Male,Hybrid,PitBull,Yes
7596,Transfer,0,1,No,midday,Tuesday,Yes,Female,Mixed,NonSporting,No
18716,Return to Owner,0,1,Yes,midday,Tuesday,No,Male,Mixed,PitBull,Yes
134,Adoption,0,0,No,lateday,Saturday,No,Male,Mixed,Hound,No
22575,Return to Owner,0,0,No,midday,Saturday,Yes,Male,Mixed,Toy,Yes
2018,Return to Owner,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Working,Yes
6726,Return to Owner,1,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,No
19888,Adoption,1,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
1583,Adoption,1,0,Yes,midday,Sunday,No,Female,Mixed,Toy,Yes
8277,Return to Owner,2,2,Yes,night,Wednesday,No,Female,Hybrid,Sporting,No
17367,Euthanasia,2,1,Yes,night,Tuesday,No,Male,Hybrid,Sporting,No
27367,Adoption,2,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,Yes
22466,Return to Owner,2,1,Yes,lateday,Monday,No,Male,Mixed,NonSporting,Yes
21219,Transfer,1,0,Yes,midday,Saturday,No,Male,Mixed,Toy,No
14975,Return to Owner,1,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,Yes
4916,Return to Owner,1,1,Yes,lateday,Saturday,No,Female,Mixed,Sporting,Yes
10558,Return to Owner,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
11074,Adoption,0,2,Yes,lateday,Sunday,No,Female,Mixed,Working,No
29214,Adoption,1,2,No,lateday,Monday,No,Female,Mixed,Hound,Yes
3605,Adoption,1,0,Yes,lateday,Monday,No,Male,Hybrid,Hound,Yes
32276,Return to Owner,1,0,Yes,lateday,Tuesday,No,Female,Hybrid,Toy,Yes
17072,Transfer,1,0,Yes,midday,Monday,No,Female,Mixed,Toy,Yes
20741,Return to Owner,0,0,Yes,lateday,Saturday,No,Male,Pure,Toy,Yes
31994,Adoption,2,1,Yes,midday,Saturday,No,Female,Mixed,PitBull,Yes
9895,Adoption,2,0,Yes,midday,Monday,No,Female,Mixed,Toy,Yes
17487,Adoption,1,1,Yes,lateday,Thursday,No,Female,Hybrid,Sporting,Yes
27401,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Herding,Yes
30439,Transfer,1,2,No,lateday,Sunday,No,Male,Mixed,Working,No
6909,Transfer,0,2,No,midday,Saturday,Yes,Female,Mixed,Herding,No
12284,Return to Owner,0,1,Yes,midday,Monday,No,Male,Hybrid,Herding,Yes
28118,Adoption,0,1,Yes,midday,Thursday,No,Female,Hybrid,Sporting,Yes
31564,Adoption,0,0,Yes,night,Monday,No,Male,Mixed,Toy,Yes
10570,Adoption,0,1,Yes,midday,Wednesday,No,Male,Mixed,Sporting,Yes
24891,Return to Owner,2,1,Yes,midday,Monday,Yes,Female,Mixed,NonSporting,Yes
8875,Return to Owner,2,2,Yes,lateday,Monday,No,Male,Mixed,Working,No
21049,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,No
7019,Transfer,1,0,Yes,midday,Tuesday,Yes,Female,Mixed,Toy,Yes
26495,Return to Owner,0,1,Yes,lateday,Thursday,No,Male,Mixed,Hound,Yes
5268,Return to Owner,1,1,Yes,midday,Thursday,No,Male,Mixed,NonSporting,No
28233,Adoption,1,1,Yes,morning,Monday,No,Female,Hybrid,PitBull,Yes
25806,Adoption,1,1,Yes,midday,Saturday,No,Male,Mixed,Sporting,No
3970,Transfer,0,1,Yes,midday,Monday,No,Male,Hybrid,Herding,No
21016,Adoption,0,0,No,lateday,Thursday,No,Male,Mixed,Terrier,Yes
25692,Adoption,0,0,No,midday,Tuesday,No,Male,Mixed,Toy,No
16089,Adoption,1,0,Yes,lateday,Tuesday,No,Female,Mixed,Hound,Yes
2970,Return to Owner,1,0,Yes,midday,Saturday,No,Female,Pure,NonSporting,Yes
8048,Return to Owner,0,1,Yes,lateday,Monday,Yes,Male,Mixed,Terrier,Yes
14977,Return to Owner,0,0,Yes,midday,Thursday,No,Male,Mixed,Toy,Yes
22037,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Mixed,NonSporting,No
8589,Adoption,1,0,No,lateday,Friday,No,Male,Mixed,Toy,Yes
12112,Adoption,1,1,Yes,midday,Tuesday,No,Male,Mixed,Sporting,Yes
5586,Transfer,0,1,Yes,midday,Tuesday,No,Female,Mixed,Sporting,Yes
30900,Transfer,0,0,No,midday,Thursday,Yes,Female,Mixed,Toy,Yes
17719,Return to Owner,2,0,Yes,midday,Friday,No,Female,Mixed,Terrier,Yes
4399,Adoption,1,0,Yes,lateday,Wednesday,No,Female,Mixed,Hound,Yes
21997,Adoption,2,0,Yes,midday,Saturday,No,Female,Hybrid,Hound,Yes
18990,Adoption,1,1,Yes,lateday,Friday,No,Female,Mixed,Herding,Yes
5995,Return to Owner,0,0,Yes,lateday,Tuesday,No,Female,Mixed,Toy,No
14304,Adoption,0,0,Yes,lateday,Sunday,No,Female,Hybrid,Terrier,Yes
7755,Transfer,0,0,No,lateday,Sunday,No,Female,Mixed,Toy,No
32677,Return to Owner,0,3,Yes,midday,Wednesday,No,Male,Mixed,Working,No
15352,Transfer,2,1,Yes,lateday,Friday,No,Female,Pure,PitBull,Yes
9251,Adoption,0,0,Yes,lateday,Sunday,No,Female,Hybrid,Terrier,Yes
17956,Transfer,0,2,No,midday,Saturday,Yes,Female,Mixed,Herding,No
18505,Transfer,0,1,Yes,lateday,Tuesday,Yes,Female,Mixed,Herding,Yes
30388,Adoption,0,0,No,lateday,Friday,No,Female,Mixed,Toy,No
22252,Adoption,1,0,No,lateday,Sunday,No,Female,Mixed,Toy,No
7361,Transfer,0,0,Yes,night,Monday,Yes,Female,Mixed,Toy,Yes
10983,Return to Owner,2,1,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
6733,Adoption,0,1,No,lateday,Sunday,No,Female,Hybrid,Working,Yes
7995,Adoption,0,0,No,lateday,Sunday,No,Male,Hybrid,Toy,Yes
11861,Adoption,1,1,Yes,lateday,Sunday,No,Male,Hybrid,Sporting,Yes
8963,Adoption,0,1,Yes,midday,Thursday,No,Female,Hybrid,Terrier,Yes
24824,Return to Owner,0,0,Yes,lateday,Saturday,No,Male,Mixed,Terrier,Yes
2610,Adoption,1,1,No,lateday,Monday,No,Male,Mixed,NonSporting,Yes
12431,Return to Owner,1,0,Yes,lateday,Friday,No,Female,Mixed,Hound,Yes
27741,Return to Owner,1,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,No
1075,Transfer,0,1,Yes,lateday,Monday,No,Female,Mixed,Herding,Yes
15336,Adoption,1,0,Yes,lateday,Thursday,No,Male,Hybrid,Toy,Yes
14888,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,No
17742,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Pure,Working,Yes
16779,Return to Owner,0,1,Yes,midday,Friday,Yes,Male,Hybrid,Sporting,No
25281,Adoption,1,0,Yes,lateday,Sunday,No,Female,Mixed,Toy,No
26942,Adoption,2,0,Yes,lateday,Sunday,No,Female,Hybrid,Terrier,Yes
25538,Adoption,1,2,Yes,lateday,Wednesday,No,Male,Mixed,Herding,Yes
16923,Return to Owner,2,0,Yes,lateday,Tuesday,No,Female,Mixed,Toy,Yes
3281,Transfer,1,0,No,midday,Wednesday,Yes,Female,Mixed,Toy,Yes
2475,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Pure,NonSporting,No
7167,Adoption,0,1,Yes,midday,Sunday,No,Male,Hybrid,Herding,Yes
4769,Return to Owner,0,1,No,midday,Monday,Yes,Female,Mixed,PitBull,Yes
16747,Adoption,0,1,Yes,morning,Thursday,No,Male,Mixed,PitBull,Yes
14537,Adoption,0,1,Yes,lateday,Monday,No,Female,Mixed,Herding,Yes
17483,Adoption,0,1,No,lateday,Thursday,No,Male,Mixed,Sporting,Yes
11030,Transfer,1,1,No,midday,Saturday,No,Male,Mixed,Sporting,No
5486,Adoption,0,2,Yes,lateday,Thursday,No,Male,Mixed,Sporting,No
22477,Return to Owner,1,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,No
18793,Return to Owner,0,1,No,midday,Friday,Yes,Female,Hybrid,Sporting,Yes
7446,Return to Owner,0,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,No
31272,Return to Owner,1,1,Yes,midday,Thursday,Yes,Female,Mixed,PitBull,Yes
31659,Transfer,0,0,No,lateday,Saturday,Yes,Male,Mixed,Terrier,Yes
22725,Transfer,1,0,Yes,midday,Thursday,No,Male,Mixed,NonSporting,No
12068,Transfer,1,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
4649,Transfer,0,1,Yes,midday,Friday,Yes,Female,Hybrid,Working,Yes
19602,Adoption,0,1,No,lateday,Sunday,No,Female,Mixed,Herding,Yes
10680,Return to Owner,2,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
30813,Adoption,1,1,Yes,lateday,Sunday,No,Female,Hybrid,Sporting,Yes
23660,Adoption,1,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,Yes
14018,Euthanasia,1,1,Yes,lateday,Friday,Yes,Male,Mixed,PitBull,Yes
18594,Euthanasia,2,1,No,midday,Friday,Yes,Male,Mixed,Hound,No
29547,Adoption,1,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
10911,Transfer,0,0,No,lateday,Monday,No,Female,Mixed,NonSporting,Yes
10092,Return to Owner,0,1,Yes,midday,Sunday,Yes,Male,Mixed,Herding,Yes
13906,Return to Owner,0,1,Yes,night,Monday,No,Female,Hybrid,Sporting,No
10173,Adoption,1,0,No,lateday,Wednesday,No,Male,Mixed,Toy,Yes
20328,Transfer,1,0,Yes,lateday,Sunday,No,Female,Mixed,Toy,Yes
5361,Adoption,1,1,No,midday,Sunday,No,Female,Mixed,Working,Yes
30597,Transfer,0,1,Yes,midday,Sunday,No,Female,Mixed,Working,Yes
29823,Return to Owner,0,2,Yes,lateday,Friday,Yes,Female,Hybrid,Working,Yes
17493,Transfer,1,0,Yes,night,Friday,No,Female,Mixed,Toy,No
9864,Adoption,1,2,Yes,midday,Sunday,No,Male,Mixed,Herding,Yes
26757,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Herding,Yes
2704,Adoption,1,2,Yes,midday,Thursday,No,Female,Mixed,Herding,Yes
28451,Return to Owner,0,0,Yes,lateday,Monday,Yes,Male,Mixed,Unknown,Yes
19520,Adoption,1,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,Yes
814,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,No
12081,Adoption,0,1,Yes,night,Monday,No,Male,Mixed,Working,Yes
24479,Return to Owner,0,1,Yes,lateday,Sunday,No,Male,Mixed,NonSporting,No
328,Adoption,0,1,Yes,lateday,Saturday,No,Male,Hybrid,Sporting,Yes
29986,Adoption,0,0,No,night,Thursday,No,Male,Mixed,Hound,No
32525,Return to Owner,2,1,Yes,midday,Wednesday,No,Male,Mixed,NonSporting,No
13676,Adoption,0,1,No,night,Saturday,No,Female,Hybrid,Working,No
7977,Return to Owner,2,0,Yes,midday,Sunday,No,Female,Mixed,Toy,Yes
25265,Return to Owner,0,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
9933,Transfer,1,1,Yes,midday,Tuesday,Yes,Male,Mixed,PitBull,Yes
19979,Transfer,2,0,Yes,night,Tuesday,No,Male,Mixed,Hound,No
15873,Adoption,1,0,Yes,lateday,Monday,No,Female,Hybrid,Toy,Yes
26779,Return to Owner,1,1,Yes,lateday,Monday,No,Female,Mixed,PitBull,Yes
10169,Return to Owner,1,1,Yes,lateday,Wednesday,No,Female,Mixed,Working,Yes
18239,Euthanasia,1,1,Yes,morning,Tuesday,Yes,Male,Mixed,Working,Yes
30981,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,Yes
4183,Adoption,0,1,Yes,lateday,Monday,No,Female,Hybrid,Sporting,No
7621,Transfer,0,1,No,midday,Wednesday,Yes,Male,Mixed,Sporting,Yes
353,Return to Owner,0,0,Yes,lateday,Saturday,No,Male,Hybrid,Hound,Yes
28550,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Mixed,Working,No
20731,Return to Owner,0,1,Yes,lateday,Saturday,No,Female,Mixed,NonSporting,No
13514,Adoption,1,1,Yes,lateday,Saturday,No,Male,Hybrid,Sporting,No
7998,Adoption,1,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,Yes
21295,Transfer,0,3,Yes,midday,Monday,No,Male,Mixed,Working,No
21584,Adoption,0,0,No,midday,Saturday,No,Female,Mixed,Toy,Yes
15999,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,Sporting,No
13537,Adoption,2,0,Yes,lateday,Sunday,No,Male,Hybrid,NonSporting,No
15944,Return to Owner,2,1,Yes,lateday,Thursday,No,Male,Mixed,PitBull,Yes
2244,Transfer,0,1,Yes,midday,Thursday,No,Female,Mixed,Hound,No
25221,Adoption,0,1,Yes,lateday,Friday,No,Female,Mixed,PitBull,Yes
5557,Transfer,1,1,Yes,morning,Monday,No,Female,Mixed,Terrier,Yes
632,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,Yes
5951,Adoption,1,1,Yes,lateday,Sunday,No,Male,Hybrid,Herding,No
5741,Adoption,0,0,Yes,lateday,Saturday,No,Male,Mixed,Terrier,Yes
32022,Adoption,1,1,Yes,night,Sunday,No,Male,Mixed,PitBull,Yes
25795,Transfer,0,1,Yes,night,Saturday,No,Male,Mixed,NonSporting,No
20198,Transfer,0,0,Yes,night,Tuesday,No,Male,Mixed,Toy,Yes
14425,Euthanasia,1,1,Yes,lateday,Thursday,Yes,Female,Mixed,Herding,Yes
30470,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
25471,Euthanasia,2,0,Yes,midday,Monday,Yes,Male,Mixed,Toy,Yes
4118,Transfer,2,0,Yes,morning,Sunday,Yes,Female,Mixed,Toy,Yes
16615,Adoption,1,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
3026,Adoption,1,1,Yes,night,Monday,No,Male,Mixed,Herding,Yes
11755,Return to Owner,1,1,Yes,lateday,Wednesday,No,Male,Hybrid,Terrier,Yes
8862,Return to Owner,1,3,Yes,midday,Monday,Yes,Male,Mixed,Working,No
6250,Transfer,1,1,Yes,midday,Friday,No,Male,Mixed,Sporting,No
3418,Transfer,1,1,Yes,midday,Tuesday,Yes,Male,Hybrid,Herding,Yes
1106,Return to Owner,2,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,No
25927,Adoption,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,Yes
14645,Transfer,0,0,Yes,midday,Friday,Yes,Female,Hybrid,Hound,Yes
9667,Return to Owner,0,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,Yes
32676,Return to Owner,1,1,Yes,midday,Wednesday,Yes,Male,Mixed,Herding,No
19895,Transfer,0,1,Yes,lateday,Friday,Yes,Female,Hybrid,Working,No
19262,Adoption,0,0,Yes,lateday,Monday,No,Male,Mixed,Hound,Yes
3254,Transfer,2,0,Yes,morning,Tuesday,Yes,Male,Pure,Toy,Yes
384,Adoption,0,1,Yes,lateday,Sunday,No,Male,Hybrid,PitBull,Yes
24290,Transfer,1,0,Yes,midday,Sunday,No,Female,Hybrid,Terrier,Yes
26496,Return to Owner,0,1,Yes,lateday,Thursday,No,Male,Mixed,Hound,Yes
25479,Return to Owner,0,0,No,midday,Monday,Yes,Female,Mixed,NonSporting,Yes
27256,Return to Owner,1,1,Yes,midday,Thursday,Yes,Male,Mixed,Sporting,No
10109,Adoption,0,1,Yes,lateday,Sunday,No,Female,Hybrid,Hound,Yes
1354,Transfer,0,0,Yes,midday,Friday,No,Female,Hybrid,Hound,Yes
20581,Transfer,1,0,No,midday,Monday,Yes,Male,Mixed,Terrier,No
23327,Transfer,0,0,Yes,midday,Sunday,Yes,Male,Mixed,Toy,Yes
23075,Transfer,0,0,Yes,lateday,Thursday,Yes,Male,Mixed,Terrier,Yes
4062,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Hybrid,PitBull,Yes
28515,Transfer,1,0,Yes,midday,Thursday,Yes,Female,Mixed,Toy,No
11003,Transfer,0,1,No,lateday,Friday,No,Male,Mixed,Working,Yes
12914,Adoption,0,1,Yes,lateday,Friday,No,Female,Hybrid,NonSporting,Yes
3509,Adoption,1,0,Yes,midday,Saturday,No,Male,Hybrid,Terrier,Yes
20618,Euthanasia,1,0,No,midday,Wednesday,Yes,Female,Mixed,Hound,No
9966,Adoption,1,0,Yes,midday,Wednesday,No,Female,Hybrid,NonSporting,Yes
11390,Transfer,1,0,Yes,lateday,Thursday,No,Male,Mixed,Terrier,Yes
13770,Adoption,0,0,Yes,midday,Tuesday,No,Male,Hybrid,Hound,No
1165,Transfer,1,1,Yes,midday,Friday,No,Female,Mixed,Herding,No
16323,Adoption,0,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
27666,Adoption,0,0,Yes,lateday,Monday,No,Female,Mixed,Toy,No
9391,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Mixed,NonSporting,Yes
22679,Euthanasia,2,0,No,midday,Tuesday,No,Male,Mixed,Terrier,No
21572,Adoption,1,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,No
11961,Euthanasia,0,1,Yes,lateday,Thursday,Yes,Female,Mixed,NonSporting,Yes
32313,Adoption,0,0,Yes,night,Friday,No,Female,Mixed,Toy,No
21407,Adoption,0,1,Yes,lateday,Friday,No,Female,Mixed,Working,Yes
33078,Adoption,0,2,No,lateday,Wednesday,No,Male,Mixed,Sporting,No
23088,Return to Owner,2,0,Yes,midday,Friday,No,Female,Mixed,Hound,Yes
4176,Adoption,0,1,No,lateday,Monday,No,Male,Hybrid,Working,Yes
15959,Transfer,1,1,Yes,midday,Friday,No,Female,Hybrid,Sporting,Yes
13103,Adoption,0,1,Yes,night,Saturday,No,Male,Mixed,Herding,No
2238,Adoption,0,1,No,lateday,Wednesday,No,Male,Mixed,Sporting,Yes
3331,Transfer,1,0,No,midday,Friday,No,Male,Hybrid,Toy,Yes
31355,Return to Owner,1,1,Yes,midday,Monday,No,Male,Mixed,PitBull,Yes
29328,Return to Owner,2,0,Yes,midday,Saturday,No,Male,Mixed,Hound,No
6170,Adoption,0,0,No,lateday,Monday,No,Female,Mixed,Toy,Yes
20803,Adoption,0,0,Yes,lateday,Monday,No,Male,Mixed,Terrier,Yes
12870,Transfer,0,3,Yes,midday,Thursday,Yes,Male,Mixed,Working,No
9653,Transfer,0,0,Yes,midday,Sunday,No,Male,Mixed,Hound,Yes
23190,Return to Owner,1,1,Yes,lateday,Monday,No,Female,Mixed,PitBull,Yes
13884,Adoption,1,1,Yes,midday,Sunday,No,Male,Hybrid,Working,Yes
7684,Adoption,1,1,Yes,morning,Friday,No,Female,Hybrid,Hound,No
24157,Transfer,0,1,Yes,midday,Monday,No,Male,Mixed,Sporting,Yes
12301,Transfer,0,0,Yes,lateday,Monday,No,Female,Mixed,Terrier,No
21585,Adoption,0,2,Yes,midday,Saturday,No,Male,Mixed,Working,Yes
19062,Adoption,1,0,Yes,midday,Monday,No,Male,Mixed,Toy,Yes
22683,Return to Owner,1,1,Yes,midday,Tuesday,No,Female,Mixed,Sporting,No
14561,Euthanasia,2,1,Yes,lateday,Tuesday,No,Male,Mixed,Herding,Yes
30100,Adoption,1,1,Yes,night,Tuesday,No,Female,Mixed,Herding,Yes
32362,Return to Owner,0,1,Yes,night,Saturday,Yes,Female,Pure,Working,Yes
8095,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Hybrid,Sporting,No
27495,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
8201,Euthanasia,1,0,Yes,midday,Sunday,No,Male,Hybrid,Hound,Yes
6527,Return to Owner,1,1,Yes,lateday,Sunday,No,Female,Mixed,PitBull,Yes
5956,Adoption,0,0,Yes,lateday,Sunday,No,Male,Mixed,Hound,Yes
20952,Return to Owner,0,1,Yes,midday,Monday,No,Male,Mixed,Sporting,Yes
23959,Return to Owner,1,0,Yes,night,Monday,No,Male,Mixed,Hound,Yes
5027,Transfer,0,0,No,night,Wednesday,No,Male,Mixed,Toy,No
4584,Transfer,1,1,Yes,midday,Wednesday,Yes,Male,Mixed,Sporting,Yes
27426,Transfer,0,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
29220,Adoption,0,1,Yes,night,Tuesday,No,Female,Mixed,PitBull,No
6597,Transfer,0,1,Yes,night,Wednesday,Yes,Male,Hybrid,Herding,Yes
13433,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Sporting,No
29770,Return to Owner,1,1,Yes,night,Thursday,No,Male,Mixed,Sporting,No
14204,Return to Owner,2,0,Yes,midday,Thursday,No,Male,Hybrid,NonSporting,No
18651,Adoption,0,0,Yes,lateday,Sunday,No,Female,Mixed,Hound,Yes
26609,Return to Owner,2,2,Yes,midday,Tuesday,No,Female,Mixed,Herding,Yes
6567,Transfer,0,0,No,morning,Tuesday,Yes,Female,Mixed,Toy,Yes
19398,Adoption,0,0,No,lateday,Saturday,No,Female,Mixed,Hound,Yes
16862,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,Yes
4633,Adoption,1,0,Yes,lateday,Thursday,No,Female,Mixed,Unknown,Yes
26289,Return to Owner,1,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,No
25958,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Mixed,PitBull,Yes
2026,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,No
31927,Return to Owner,2,2,Yes,lateday,Wednesday,No,Male,Mixed,Herding,Yes
9176,Transfer,0,2,Yes,lateday,Thursday,Yes,Female,Mixed,Hound,Yes
19905,Transfer,2,0,Yes,midday,Saturday,Yes,Female,Mixed,Toy,No
28406,Adoption,1,1,Yes,night,Sunday,No,Male,Mixed,Sporting,Yes
24737,Return to Owner,1,0,Yes,night,Tuesday,No,Female,Mixed,Toy,No
984,Return to Owner,1,1,Yes,midday,Saturday,No,Male,Pure,PitBull,Yes
3701,Adoption,0,1,Yes,lateday,Friday,No,Male,Mixed,Sporting,No
21473,Adoption,1,2,Yes,lateday,Sunday,No,Male,Hybrid,Herding,Yes
25935,Adoption,1,0,Yes,midday,Wednesday,No,Female,Mixed,Toy,No
21477,Adoption,1,1,Yes,lateday,Sunday,No,Female,Mixed,PitBull,Yes
29708,Return to Owner,0,1,Yes,midday,Tuesday,Yes,Male,Hybrid,Working,Yes
26965,Transfer,1,2,Yes,night,Monday,No,Male,Hybrid,Herding,No
24602,Adoption,2,0,Yes,night,Saturday,No,Female,Pure,NonSporting,Yes
22745,Transfer,1,0,Yes,midday,Friday,No,Male,Hybrid,Terrier,Yes
18198,Adoption,0,0,Yes,lateday,Sunday,No,Female,Hybrid,Toy,Yes
29832,Return to Owner,0,1,Yes,night,Saturday,Yes,Female,Pure,Working,Yes
19395,Adoption,0,0,Yes,lateday,Saturday,No,Female,Hybrid,Hound,Yes
16855,Transfer,1,1,No,lateday,Sunday,No,Female,Mixed,Sporting,Yes
12095,Transfer,2,0,Yes,lateday,Monday,No,Male,Pure,Hound,Yes
14674,Adoption,1,0,Yes,midday,Saturday,No,Male,Mixed,Terrier,Yes
4907,Return to Owner,1,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,No
15299,Adoption,0,1,No,lateday,Tuesday,No,Male,Mixed,Working,Yes
23884,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,Sporting,Yes
19116,Adoption,0,0,Yes,midday,Wednesday,No,Male,Mixed,Toy,Yes
32150,Return to Owner,1,0,Yes,night,Friday,No,Female,Mixed,Toy,Yes
6148,Adoption,1,0,No,night,Sunday,No,Male,Mixed,Toy,No
4812,Return to Owner,0,1,Yes,lateday,Tuesday,No,Male,Mixed,PitBull,Yes
9000,Return to Owner,2,0,Yes,lateday,Friday,No,Female,Pure,Toy,No
15074,Adoption,0,2,Yes,lateday,Monday,No,Female,Mixed,Herding,Yes
32281,Adoption,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,Yes
1410,Transfer,0,0,Yes,midday,Sunday,No,Female,Mixed,Terrier,No
22589,Return to Owner,1,1,Yes,midday,Saturday,No,Female,Mixed,Working,Yes
28158,Adoption,0,2,Yes,midday,Saturday,No,Male,Mixed,Sporting,Yes
14644,Transfer,0,0,Yes,midday,Friday,Yes,Female,Mixed,Hound,Yes
19362,Adoption,1,0,Yes,lateday,Friday,No,Male,Hybrid,Toy,Yes
9130,Adoption,1,0,Yes,midday,Wednesday,No,Male,Mixed,Toy,Yes
22111,Adoption,1,0,Yes,midday,Wednesday,No,Female,Mixed,Toy,Yes
17692,Transfer,0,3,No,lateday,Thursday,No,Male,Mixed,Working,No
29781,Adoption,2,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,Yes
20819,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,Yes
8613,Adoption,1,2,Yes,lateday,Saturday,No,Female,Hybrid,Herding,Yes
11418,Transfer,2,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,No
30994,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,Yes
28355,Return to Owner,2,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
13627,Transfer,1,1,No,lateday,Friday,Yes,Male,Mixed,PitBull,Yes
10399,Transfer,1,0,Yes,morning,Friday,No,Male,Mixed,Toy,Yes
1407,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Hound,Yes
18821,Return to Owner,1,0,No,midday,Saturday,No,Female,Mixed,Hound,Yes
13583,Adoption,1,1,Yes,midday,Tuesday,No,Female,Mixed,PitBull,No
24355,Transfer,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Herding,Yes
