,OutcomeType,Age,Size,HasName,TimeofDay,WeekDay,IsIntact,Sex,PureMixedHybrid,Group,IsMixColor
19516,Adoption,0,1,Yes,midday,Thursday,No,Male,Mixed,PitBull,No
3738,Adoption,1,1,Yes,lateday,Sunday,No,Female,Pure,Hound,Yes
8404,Transfer,0,2,Yes,midday,Sunday,No,Male,Mixed,Herding,Yes
27906,Adoption,1,1,Yes,lateday,Tuesday,No,Male,Mixed,PitBull,Yes
1114,Return to Owner,2,1,Yes,midday,Wednesday,No,Female,Mixed,Herding,No
15672,Return to Owner,1,0,Yes,lateday,Tuesday,No,Female,Mixed,Terrier,No
20863,Return to Owner,0,0,Yes,midday,Friday,No,Male,Mixed,Toy,Yes
19549,Adoption,0,2,No,lateday,Friday,No,Male,Mixed,Hound,Yes
17046,Return to Owner,0,1,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
9133,Transfer,0,0,No,lateday,Wednesday,No,Female,Pure,NonSporting,Yes
21496,Adoption,1,2,Yes,lateday,Monday,No,Female,Hybrid,Herding,No
14133,Return to Owner,1,0,Yes,lateday,Monday,No,Female,Hybrid,Toy,Yes
14032,Adoption,0,2,Yes,lateday,Friday,No,Female,Mixed,Herding,Yes
21491,Transfer,0,1,No,midday,Monday,No,Male,Mixed,Sporting,No
28791,Adoption,0,0,Yes,lateday,Monday,No,Female,Mixed,Toy,No
18812,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Mixed,NonSporting,No
26574,Return to Owner,1,0,Yes,lateday,Sunday,No,Female,Hybrid,Terrier,Yes
10862,Transfer,1,1,Yes,midday,Sunday,No,Female,Mixed,Terrier,No
5411,Adoption,1,1,Yes,morning,Tuesday,No,Male,Hybrid,NonSporting,Yes
11552,Adoption,0,1,Yes,midday,Wednesday,No,Male,Mixed,Sporting,Yes
14579,Transfer,0,1,Yes,night,Wednesday,No,Male,Mixed,PitBull,No
14392,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Sporting,Yes
24744,Return to Owner,1,1,Yes,lateday,Tuesday,No,Female,Mixed,Working,Yes
25796,Return to Owner,1,1,Yes,night,Saturday,No,Female,Mixed,Sporting,No
24559,Adoption,1,1,Yes,lateday,Thursday,No,Male,Mixed,NonSporting,Yes
30722,Return to Owner,1,0,Yes,lateday,Thursday,No,Male,Mixed,Terrier,No
4615,Transfer,0,1,No,midday,Thursday,Yes,Female,Mixed,PitBull,No
27667,Adoption,1,1,Yes,lateday,Monday,No,Male,Hybrid,PitBull,Yes
31902,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,No
10288,Euthanasia,2,1,Yes,lateday,Sunday,No,Male,Mixed,Hound,No
28925,Transfer,0,0,Yes,midday,Sunday,No,Male,Mixed,Terrier,Yes
22547,Transfer,0,2,Yes,midday,Friday,Yes,Female,Mixed,Working,Yes
10603,Euthanasia,1,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,Yes
28216,Return to Owner,0,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
7478,Return to Owner,2,0,Yes,lateday,Thursday,No,Male,Pure,Toy,No
15040,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,Yes
26640,Transfer,2,1,Yes,midday,Wednesday,No,Male,Pure,Working,No
29109,Return to Owner,1,1,Yes,midday,Saturday,Yes,Male,Mixed,Working,Yes
32159,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Mixed,PitBull,Yes
20709,Adoption,1,2,Yes,midday,Saturday,No,Female,Mixed,Herding,No
25511,Adoption,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,No
32409,Return to Owner,1,1,Yes,lateday,Saturday,No,Female,Hybrid,Sporting,No
29589,Adoption,0,0,Yes,lateday,Wednesday,No,Male,Mixed,Terrier,No
3859,Adoption,1,0,No,lateday,Thursday,No,Female,Hybrid,Toy,Yes
2688,Adoption,0,1,Yes,lateday,Wednesday,No,Male,Mixed,Hound,Yes
22616,Return to Owner,2,0,Yes,lateday,Sunday,No,Male,Mixed,Terrier,No
26538,Return to Owner,1,1,Yes,midday,Saturday,Yes,Male,Mixed,Working,Yes
6948,Transfer,1,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
13117,Return to Owner,0,1,Yes,midday,Saturday,No,Male,Mixed,Terrier,No
27468,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Hybrid,Herding,Yes
15882,Return to Owner,2,2,Yes,midday,Tuesday,Yes,Female,Hybrid,Working,Yes
21536,Transfer,1,0,Yes,night,Wednesday,No,Male,Mixed,Terrier,Yes
30414,Adoption,2,1,Yes,lateday,Saturday,No,Male,Hybrid,Herding,Yes
32357,Transfer,0,3,No,midday,Saturday,No,Male,Mixed,Working,No
21722,Adoption,1,0,Yes,midday,Thursday,No,Male,Mixed,Terrier,No
9953,Adoption,1,0,Yes,lateday,Tuesday,No,Female,Hybrid,Toy,Yes
18249,Adoption,0,1,Yes,night,Tuesday,No,Male,Hybrid,Working,Yes
16318,Euthanasia,1,0,Yes,lateday,Thursday,Yes,Male,Pure,Toy,No
13241,Return to Owner,1,1,Yes,midday,Thursday,No,Female,Mixed,Sporting,Yes
10689,Return to Owner,1,1,Yes,midday,Monday,No,Female,Mixed,PitBull,No
19445,Transfer,0,2,Yes,midday,Monday,Yes,Female,Mixed,Herding,Yes
22895,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Hybrid,Herding,Yes
25136,Return to Owner,0,1,Yes,lateday,Tuesday,Yes,Female,Mixed,PitBull,No
27026,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,PitBull,Yes
22401,Return to Owner,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
17748,Transfer,0,0,No,lateday,Friday,Yes,Female,Mixed,Toy,No
30843,Adoption,0,2,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
16285,Adoption,0,1,Yes,midday,Wednesday,No,Female,Mixed,Herding,Yes
26580,Return to Owner,1,1,Yes,midday,Monday,No,Female,Mixed,Sporting,Yes
28963,Transfer,1,0,Yes,lateday,Monday,No,Female,Mixed,Toy,No
634,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Hound,Yes
30506,Transfer,1,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
8482,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,Yes
23602,Transfer,0,1,No,morning,Wednesday,Yes,Male,Hybrid,Sporting,Yes
7843,Transfer,1,2,Yes,midday,Wednesday,Yes,Male,Mixed,Sporting,No
10413,Euthanasia,1,1,Yes,midday,Friday,No,Female,Mixed,PitBull,No
31309,Adoption,0,1,Yes,night,Saturday,No,Male,Mixed,Sporting,Yes
11927,Transfer,2,0,Yes,lateday,Wednesday,No,Male,Pure,Toy,Yes
21091,Adoption,1,2,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
18883,Adoption,1,1,Yes,lateday,Monday,No,Female,Mixed,Sporting,Yes
30748,Adoption,0,2,Yes,lateday,Friday,No,Female,Mixed,Working,Yes
19139,Transfer,2,1,Yes,midday,Thursday,No,Male,Hybrid,NonSporting,No
32593,Transfer,0,2,No,night,Sunday,No,Female,Mixed,Herding,Yes
14308,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,PitBull,Yes
25196,Transfer,0,0,Yes,lateday,Thursday,No,Male,Mixed,Toy,Yes
2653,Transfer,2,2,Yes,morning,Wednesday,No,Male,Mixed,Working,No
22738,Transfer,1,0,No,midday,Friday,Yes,Male,Mixed,Toy,No
1064,Transfer,0,1,No,midday,Monday,No,Female,Mixed,Herding,Yes
10103,Return to Owner,1,0,Yes,lateday,Sunday,No,Male,Mixed,NonSporting,Yes
21084,Transfer,0,0,No,lateday,Monday,No,Female,Mixed,Toy,No
12680,Euthanasia,1,1,Yes,lateday,Thursday,Yes,Male,Mixed,Sporting,Yes
31672,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Herding,Yes
5294,Return to Owner,1,0,Yes,midday,Friday,No,Male,Hybrid,Toy,Yes
28063,Adoption,1,0,Yes,lateday,Monday,No,Male,Mixed,Toy,No
13040,Return to Owner,1,2,Yes,night,Wednesday,No,Female,Mixed,Herding,Yes
3554,Return to Owner,1,0,Yes,midday,Sunday,No,Male,Mixed,NonSporting,Yes
19401,Adoption,1,2,Yes,midday,Sunday,No,Male,Mixed,Herding,Yes
14312,Adoption,0,0,Yes,lateday,Sunday,No,Female,Hybrid,Terrier,Yes
22418,Return to Owner,1,1,Yes,midday,Sunday,No,Female,Mixed,NonSporting,Yes
64,Return to Owner,0,1,Yes,midday,Thursday,No,Male,Mixed,PitBull,Yes
31693,Return to Owner,1,1,Yes,lateday,Monday,Yes,Female,Mixed,PitBull,No
28095,Return to Owner,2,0,Yes,lateday,Tuesday,No,Female,Mixed,Hound,No
20789,Adoption,0,2,No,midday,Monday,No,Female,Mixed,Hound,Yes
22914,Adoption,1,1,Yes,lateday,Friday,No,Female,Mixed,Herding,No
13820,Return to Owner,1,2,Yes,night,Thursday,No,Male,Mixed,Herding,Yes
1740,Adoption,0,1,Yes,midday,Saturday,No,Female,Mixed,Herding,No
5139,Adoption,1,0,Yes,midday,Sunday,No,Female,Mixed,Toy,Yes
19122,Return to Owner,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Working,No
4146,Return to Owner,0,1,Yes,lateday,Sunday,No,Male,Mixed,Herding,Yes
3419,Return to Owner,1,0,Yes,midday,Tuesday,No,Male,Hybrid,Terrier,Yes
27438,Adoption,0,1,Yes,lateday,Monday,No,Female,Mixed,Sporting,No
13943,Adoption,2,1,Yes,night,Tuesday,No,Male,Mixed,Sporting,Yes
22965,Adoption,0,1,Yes,midday,Sunday,No,Female,Mixed,NonSporting,Yes
26886,Return to Owner,1,1,Yes,lateday,Friday,Yes,Female,Mixed,PitBull,Yes
15587,Adoption,1,0,Yes,midday,Saturday,No,Male,Mixed,Toy,No
22578,Adoption,2,1,Yes,midday,Saturday,No,Female,Mixed,Herding,No
3308,Transfer,0,1,Yes,midday,Thursday,Yes,Female,Mixed,PitBull,Yes
15954,Adoption,2,0,Yes,night,Friday,No,Female,Mixed,Hound,Yes
8823,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,No
14340,Adoption,0,1,Yes,lateday,Monday,No,Female,Hybrid,Sporting,Yes
11969,Adoption,0,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
10687,Transfer,0,1,Yes,midday,Monday,No,Male,Mixed,Herding,No
7182,Adoption,1,0,Yes,lateday,Sunday,No,Male,Hybrid,Terrier,Yes
4322,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,Yes
31473,Transfer,0,0,No,night,Friday,Yes,Male,Hybrid,Toy,Yes
27097,Adoption,0,1,Yes,lateday,Friday,No,Female,Mixed,PitBull,Yes
9205,Return to Owner,0,0,Yes,midday,Saturday,Yes,Female,Pure,Toy,Yes
28013,Adoption,0,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
7494,Transfer,0,1,No,midday,Friday,Yes,Female,Mixed,Sporting,No
29403,Adoption,0,1,No,lateday,Monday,No,Male,Mixed,PitBull,Yes
20926,Adoption,2,0,Yes,midday,Sunday,No,Female,Mixed,Hound,No
11933,Return to Owner,0,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
22952,Adoption,2,0,Yes,night,Sunday,No,Female,Mixed,Toy,No
848,Return to Owner,0,2,Yes,lateday,Monday,No,Female,Mixed,Hound,No
12738,Transfer,0,2,No,lateday,Saturday,Yes,Female,Mixed,Herding,No
2875,Transfer,0,0,No,midday,Tuesday,Yes,Male,Mixed,Hound,Yes
20950,Euthanasia,1,1,Yes,midday,Monday,Yes,Female,Mixed,PitBull,Yes
29265,Adoption,0,0,No,lateday,Wednesday,No,Male,Mixed,Terrier,Yes
25200,Adoption,0,1,Yes,lateday,Thursday,No,Female,Mixed,PitBull,Yes
11871,Transfer,0,1,No,midday,Monday,Yes,Female,Mixed,PitBull,Yes
4135,Euthanasia,0,1,No,lateday,Sunday,Yes,Female,Hybrid,Sporting,No
110,Transfer,0,2,Yes,midday,Saturday,Yes,Male,Hybrid,Working,Yes
2158,Return to Owner,1,2,Yes,lateday,Sunday,No,Male,Mixed,Working,Yes
20014,Transfer,2,0,Yes,night,Wednesday,No,Female,Pure,Hound,Yes
6467,Transfer,0,0,No,lateday,Friday,No,Male,Hybrid,Toy,Yes
15125,Return to Owner,1,1,Yes,lateday,Wednesday,No,Male,Hybrid,PitBull,Yes
31070,Adoption,0,3,Yes,midday,Wednesday,No,Female,Mixed,Working,Yes
23114,Adoption,2,1,Yes,midday,Saturday,No,Female,Hybrid,Working,Yes
17081,Transfer,0,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
22192,Transfer,1,1,Yes,night,Saturday,No,Male,Mixed,Sporting,No
16173,Adoption,0,1,Yes,midday,Sunday,No,Female,Hybrid,Sporting,Yes
14706,Transfer,1,1,No,midday,Sunday,Yes,Female,Pure,Terrier,Yes
3020,Adoption,0,0,Yes,lateday,Sunday,No,Male,Mixed,Toy,Yes
19662,Return to Owner,2,2,Yes,lateday,Tuesday,No,Male,Mixed,Herding,No
32064,Transfer,0,0,No,midday,Monday,No,Female,Mixed,Toy,No
25517,Adoption,0,1,No,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
14438,Return to Owner,1,2,Yes,midday,Friday,Yes,Male,Mixed,Herding,No
7944,Transfer,0,0,No,lateday,Saturday,Yes,Male,Mixed,Terrier,Yes
17086,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Hound,Yes
12283,Adoption,1,1,Yes,midday,Monday,No,Male,Hybrid,Herding,Yes
6357,Adoption,0,1,Yes,morning,Tuesday,No,Female,Mixed,Herding,No
26340,Transfer,1,2,Yes,midday,Saturday,No,Male,Mixed,Herding,Yes
32897,Euthanasia,1,0,No,night,Wednesday,Yes,Female,Pure,Toy,No
15862,Return to Owner,1,0,Yes,lateday,Monday,No,Female,Pure,Toy,Yes
32854,Adoption,0,0,Yes,lateday,Monday,No,Male,Mixed,Toy,No
14776,Transfer,1,0,Yes,lateday,Tuesday,No,Female,Mixed,Toy,Yes
10908,Return to Owner,1,0,Yes,lateday,Monday,No,Male,Mixed,Toy,Yes
28986,Return to Owner,2,1,Yes,midday,Tuesday,No,Male,Mixed,Sporting,Yes
8848,Adoption,0,2,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
14771,Transfer,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,Yes
19536,Euthanasia,1,0,Yes,midday,Friday,Yes,Female,Hybrid,Toy,No
22367,Transfer,0,2,No,midday,Friday,Yes,Male,Mixed,Herding,No
19383,Adoption,1,1,Yes,lateday,Saturday,No,Male,Hybrid,Sporting,Yes
15851,Return to Owner,1,1,Yes,midday,Monday,No,Female,Hybrid,PitBull,Yes
383,Return to Owner,1,0,Yes,lateday,Sunday,No,Female,Mixed,Toy,No
30111,Transfer,0,1,Yes,lateday,Tuesday,Yes,Female,Mixed,Herding,Yes
19099,Adoption,1,1,Yes,lateday,Tuesday,No,Male,Pure,Terrier,Yes
28335,Transfer,1,0,No,night,Thursday,No,Female,Mixed,NonSporting,Yes
14140,Return to Owner,2,1,Yes,midday,Tuesday,No,Female,Pure,Sporting,No
24130,Adoption,0,0,Yes,lateday,Sunday,No,Male,Mixed,Toy,Yes
9909,Transfer,0,1,Yes,lateday,Monday,No,Female,Mixed,PitBull,Yes
12955,Adoption,1,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,No
18042,Adoption,0,1,Yes,morning,Wednesday,No,Female,Mixed,Herding,No
15395,Adoption,0,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
19948,Transfer,0,0,Yes,midday,Monday,Yes,Female,Pure,Terrier,Yes
21755,Transfer,2,0,No,night,Saturday,No,Female,Hybrid,Toy,No
17590,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,Yes
26425,Adoption,1,0,Yes,lateday,Monday,No,Male,Mixed,Toy,Yes
18124,Return to Owner,2,0,Yes,lateday,Friday,No,Female,Mixed,NonSporting,No
16326,Return to Owner,1,1,Yes,midday,Friday,No,Male,Mixed,PitBull,No
4757,Return to Owner,0,1,Yes,midday,Monday,Yes,Male,Mixed,Sporting,No
30110,Return to Owner,1,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
27808,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Terrier,Yes
10691,Transfer,1,1,Yes,midday,Monday,No,Male,Mixed,Herding,No
5075,Return to Owner,1,1,Yes,night,Friday,No,Male,Mixed,Herding,No
12572,Return to Owner,2,0,Yes,midday,Monday,No,Female,Hybrid,Toy,Yes
21460,Adoption,1,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,Yes
31003,Adoption,2,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,Yes
15542,Transfer,1,1,Yes,lateday,Thursday,Yes,Male,Mixed,PitBull,Yes
6980,Adoption,0,1,No,lateday,Sunday,No,Male,Mixed,Working,Yes
7396,Transfer,0,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,Yes
3612,Return to Owner,1,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,Yes
22429,Adoption,1,2,Yes,lateday,Sunday,No,Female,Mixed,Working,Yes
18674,Adoption,0,1,Yes,midday,Monday,No,Female,Mixed,PitBull,Yes
5114,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
21311,Return to Owner,1,2,Yes,lateday,Monday,No,Male,Mixed,Sporting,Yes
23929,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,Yes
30927,Transfer,2,0,Yes,midday,Friday,Yes,Male,Mixed,Toy,Yes
28207,Adoption,1,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
14102,Return to Owner,0,1,Yes,midday,Monday,No,Female,Mixed,Working,Yes
20565,Return to Owner,1,1,Yes,midday,Monday,Yes,Male,Mixed,Sporting,No
28671,Return to Owner,1,0,Yes,lateday,Wednesday,Yes,Male,Mixed,Hound,Yes
11052,Euthanasia,0,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,No
31606,Return to Owner,1,1,Yes,lateday,Wednesday,Yes,Male,Mixed,Sporting,No
22661,Return to Owner,1,0,Yes,lateday,Monday,No,Female,Mixed,Toy,No
17223,Adoption,2,0,No,lateday,Friday,No,Female,Mixed,NonSporting,No
4101,Return to Owner,1,2,Yes,lateday,Saturday,No,Male,Pure,Unknown,No
15678,Adoption,2,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,No
13032,Adoption,0,1,No,morning,Wednesday,No,Female,Hybrid,Herding,Yes
16777,Adoption,0,1,No,midday,Friday,No,Male,Hybrid,Sporting,Yes
33087,Transfer,2,0,Yes,midday,Thursday,Yes,Female,Mixed,Terrier,Yes
31410,Transfer,2,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,Yes
1731,Transfer,0,0,Yes,midday,Saturday,No,Female,Hybrid,Terrier,Yes
26236,Adoption,1,0,Yes,lateday,Monday,No,Female,Hybrid,Toy,No
4689,Adoption,2,0,Yes,midday,Saturday,No,Female,Mixed,Toy,No
25250,Adoption,2,0,Yes,lateday,Saturday,No,Female,Pure,Toy,Yes
2988,Adoption,0,1,Yes,lateday,Saturday,No,Female,Hybrid,Herding,Yes
1548,Adoption,2,0,Yes,midday,Saturday,No,Female,Mixed,Hound,Yes
31500,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
11335,Adoption,1,0,Yes,lateday,Monday,No,Female,Mixed,Terrier,Yes
19762,Adoption,0,0,Yes,midday,Saturday,No,Female,Hybrid,Hound,No
23707,Transfer,0,1,Yes,night,Sunday,Yes,Female,Mixed,PitBull,No
9493,Adoption,0,0,No,lateday,Monday,No,Male,Hybrid,Terrier,Yes
24999,Return to Owner,0,2,Yes,lateday,Friday,No,Female,Pure,Herding,Yes
188,Adoption,1,0,Yes,lateday,Monday,No,Female,Mixed,Hound,No
22373,Adoption,1,1,Yes,lateday,Friday,No,Male,Mixed,NonSporting,Yes
11131,Euthanasia,1,1,Yes,midday,Tuesday,No,Male,Hybrid,Herding,Yes
18113,Transfer,0,1,No,midday,Friday,Yes,Male,Pure,Terrier,No
22618,Adoption,0,1,Yes,lateday,Sunday,No,Female,Hybrid,Herding,Yes
26332,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Sporting,No
16363,Transfer,0,2,No,lateday,Saturday,Yes,Female,Mixed,Herding,Yes
14466,Adoption,1,1,Yes,midday,Saturday,No,Female,Mixed,Working,No
13174,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Herding,No
31007,Adoption,1,0,No,midday,Monday,No,Female,Mixed,Terrier,Yes
7450,Transfer,0,0,Yes,morning,Thursday,No,Male,Pure,Toy,No
11007,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Hybrid,Herding,Yes
12838,Transfer,1,1,Yes,lateday,Wednesday,No,Male,Mixed,NonSporting,No
3126,Transfer,0,2,No,lateday,Thursday,Yes,Male,Hybrid,Herding,No
6987,Return to Owner,1,1,Yes,midday,Monday,Yes,Male,Mixed,PitBull,No
21036,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Mixed,Herding,Yes
25564,Return to Owner,0,2,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
13995,Return to Owner,1,0,Yes,lateday,Thursday,No,Male,Mixed,Toy,No
14410,Return to Owner,1,0,Yes,midday,Thursday,No,Male,Mixed,Toy,Yes
26822,Return to Owner,0,0,Yes,midday,Wednesday,Yes,Male,Mixed,Toy,Yes
10043,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Herding,Yes
13554,Adoption,0,1,Yes,midday,Monday,No,Male,Mixed,Terrier,Yes
29126,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
15494,Transfer,0,0,Yes,midday,Wednesday,Yes,Female,Mixed,NonSporting,Yes
8466,Adoption,0,0,Yes,midday,Tuesday,No,Male,Mixed,Hound,No
27016,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
20103,Return to Owner,2,1,Yes,night,Saturday,No,Female,Mixed,Sporting,No
15988,Return to Owner,1,0,Yes,midday,Saturday,No,Male,Mixed,Terrier,Yes
8168,Return to Owner,0,1,Yes,lateday,Friday,Yes,Male,Mixed,Working,No
7497,Transfer,1,1,Yes,midday,Friday,No,Female,Mixed,Herding,Yes
30020,Adoption,0,1,Yes,night,Saturday,Yes,Female,Mixed,Sporting,No
11342,Return to Owner,0,1,Yes,lateday,Tuesday,No,Female,Hybrid,PitBull,Yes
2006,Adoption,2,0,Yes,lateday,Monday,No,Male,Pure,Toy,Yes
24249,Transfer,1,1,Yes,midday,Friday,No,Male,Mixed,Working,No
21495,Return to Owner,1,1,Yes,lateday,Monday,Yes,Male,Mixed,PitBull,No
16808,Return to Owner,0,0,Yes,midday,Saturday,No,Female,Mixed,Terrier,No
2467,Return to Owner,1,1,Yes,night,Thursday,Yes,Female,Mixed,PitBull,Yes
9124,Adoption,0,1,Yes,midday,Wednesday,No,Male,Hybrid,Working,Yes
5248,Transfer,0,1,No,midday,Thursday,Yes,Male,Mixed,PitBull,Yes
22221,Adoption,1,1,Yes,night,Sunday,No,Male,Mixed,Sporting,Yes
17779,Return to Owner,2,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
9258,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Mixed,Terrier,Yes
16828,Adoption,0,2,Yes,lateday,Saturday,No,Female,Mixed,Herding,No
10056,Adoption,1,0,Yes,lateday,Saturday,No,Male,Hybrid,Hound,Yes
31605,Return to Owner,1,1,Yes,lateday,Wednesday,No,Male,Mixed,Sporting,No
20313,Return to Owner,1,2,Yes,lateday,Saturday,No,Male,Mixed,Herding,Yes
8318,Transfer,1,0,Yes,lateday,Thursday,Yes,Female,Hybrid,Toy,No
28396,Transfer,0,3,No,midday,Sunday,Yes,Female,Mixed,Working,No
30637,Return to Owner,0,1,Yes,lateday,Monday,Yes,Male,Mixed,Herding,Yes
25440,Adoption,1,1,Yes,night,Sunday,No,Female,Mixed,Working,Yes
31859,Return to Owner,1,1,Yes,lateday,Sunday,Yes,Female,Mixed,Terrier,No
18188,Return to Owner,1,0,Yes,midday,Sunday,No,Female,Mixed,Toy,No
11198,Adoption,0,0,Yes,lateday,Thursday,Yes,Male,Mixed,Terrier,Yes
5362,Return to Owner,1,0,Yes,midday,Sunday,No,Male,Mixed,Toy,Yes
17902,Adoption,0,2,Yes,lateday,Thursday,No,Male,Hybrid,Herding,Yes
10706,Return to Owner,1,0,Yes,lateday,Monday,Yes,Male,Mixed,Toy,Yes
25264,Transfer,0,0,Yes,night,Sunday,No,Female,Mixed,Toy,Yes
20368,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Unknown,Yes
17227,Adoption,0,1,Yes,midday,Saturday,No,Female,Hybrid,Sporting,Yes
7086,Transfer,1,0,Yes,lateday,Thursday,No,Male,Mixed,Toy,Yes
3158,Transfer,0,0,No,lateday,Friday,No,Male,Pure,Toy,No
29450,Transfer,0,1,Yes,midday,Thursday,Yes,Male,Mixed,Sporting,No
24627,Return to Owner,1,1,Yes,lateday,Saturday,No,Male,Mixed,NonSporting,Yes
11499,Adoption,0,0,Yes,lateday,Monday,No,Male,Pure,Hound,No
16896,Transfer,0,0,Yes,midday,Tuesday,No,Male,Mixed,Hound,Yes
29831,Adoption,1,0,Yes,night,Saturday,No,Male,Mixed,Toy,Yes
7699,Adoption,1,1,Yes,lateday,Friday,No,Female,Mixed,Sporting,No
16693,Transfer,1,1,Yes,midday,Tuesday,No,Male,Mixed,PitBull,No
6239,Return to Owner,0,1,Yes,lateday,Thursday,No,Female,Mixed,PitBull,No
15669,Return to Owner,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,No
5449,Transfer,1,1,Yes,lateday,Wednesday,No,Female,Mixed,Sporting,No
20357,Adoption,2,3,Yes,lateday,Monday,No,Female,Mixed,Working,Yes
24310,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
30115,Return to Owner,2,0,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,Yes
2968,Transfer,0,1,No,lateday,Friday,Yes,Male,Mixed,Herding,Yes
12276,Return to Owner,1,0,Yes,lateday,Sunday,No,Female,Mixed,Terrier,No
11750,Adoption,0,2,Yes,lateday,Wednesday,No,Male,Hybrid,Herding,Yes
10732,Return to Owner,0,0,Yes,midday,Wednesday,No,Female,Mixed,Toy,Yes
28885,Return to Owner,1,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
379,Return to Owner,2,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,Yes
24114,Return to Owner,1,1,Yes,lateday,Saturday,No,Male,Mixed,PitBull,Yes
9752,Adoption,1,0,Yes,lateday,Wednesday,No,Female,Pure,Toy,No
14154,Return to Owner,1,1,Yes,lateday,Tuesday,No,Female,Mixed,PitBull,Yes
12624,Adoption,0,1,No,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
1122,Return to Owner,0,1,Yes,lateday,Wednesday,No,Male,Mixed,PitBull,Yes
28197,Adoption,0,1,Yes,night,Sunday,No,Female,Hybrid,Hound,No
12351,Transfer,1,1,Yes,lateday,Wednesday,No,Male,Mixed,Herding,Yes
30953,Return to Owner,2,1,Yes,midday,Saturday,Yes,Male,Mixed,PitBull,Yes
21002,Return to Owner,1,0,Yes,lateday,Wednesday,Yes,Female,Mixed,Toy,Yes
28845,Adoption,0,2,Yes,lateday,Wednesday,No,Male,Mixed,Herding,Yes
